,n_dataset,model,p,d,M,npc,means_ar,lambda_ar,intensity,mode_nclus,avg_nclus,avg_nonalloc,ari_best_clus,CI_aris
18,6,APPLAM,1000,4,4,50,0.18417189621637492,0.044083333333333335,0.5,5,4.493,0.6192,0.6939566110840955,"(0.6784115845659348, 0.6817798678740888)"
19,6,APPLAM,1000,4,4,50,0.1922403615193584,0.035666666666666666,1.0,4,3.957,1.09,0.7111756168359942,"(0.715181979275167, 0.7190591743605026)"
20,6,APPLAM,1000,4,4,50,0.2323734659501083,0.03841666666666667,5.0,8,7.5698,4.7306,0.5979647036227813,"(0.5486836105762857, 0.5542785567350302)"
21,7,APPLAM,1000,4,4,50,0.23103397926618136,0.04591666666666667,0.5,4,3.8664,0.6402,0.7111756168359942,"(0.7022359154008634, 0.7038273097808795)"
22,7,APPLAM,1000,4,4,50,0.23944463829865384,0.042333333333333334,1.0,5,4.5722,1.0632,0.625378131410156,"(0.6354389834315914, 0.6379886519110087)"
23,7,APPLAM,1000,4,4,50,0.25150923295454547,0.04325,5.0,5,5.6606,4.9842,0.625378131410156,"(0.5812959165074693, 0.5850785662728232)"
24,8,APPLAM,1000,4,4,50,0.1321223895094706,0.02808333333333333,0.5,5,4.3492,0.63,0.9534394010294805,"(0.8355267584610419, 0.8435802983937387)"
25,8,APPLAM,1000,4,4,50,0.1005318389491719,0.033,1.0,5,4.5396,1.0712,1.0,"(0.9441630220300308, 0.949503925985151)"
26,8,APPLAM,1000,4,4,50,0.1440011583355609,0.034333333333333334,5.0,7,7.601,4.5934,0.8572885577402192,"(0.8304765932032135, 0.8327104725297719)"
27,9,APPLAM,1000,4,4,50,0.167643782075868,0.04808333333333333,0.5,4,4.3932,0.6342,0.7111756168359942,"(0.7233215521795702, 0.7299938076697754)"
28,9,APPLAM,1000,4,4,50,0.1586629768299962,0.05266666666666667,1.0,4,4.5538,1.0896,0.6275169462086189,"(0.6580735576894675, 0.6631692719108858)"
29,9,APPLAM,1000,4,4,50,0.17608381812724233,0.05508333333333333,5.0,6,5.5536,4.844,0.916901746955536,"(0.7821955717058171, 0.7889009940777079)"
30,10,APPLAM,1000,4,4,50,0.21087058090640087,0.03191666666666667,0.5,2,2.4814,0.6808,0.32996632996632996,"(0.4146941301589971, 0.4225816138071948)"
31,10,APPLAM,1000,4,4,50,0.19271643680282693,0.033166666666666664,1.0,3,3.0214,1.0966,0.7111756168359942,"(0.5205756305703578, 0.5293977345830995)"
32,10,APPLAM,1000,4,4,50,0.2091259036710168,0.03866666666666667,5.0,5,4.4922,4.9794,0.625378131410156,"(0.4767936484272877, 0.48473612220305934)"
33,11,APPLAM,1000,4,4,50,0.19790298473662757,0.05608333333333333,0.5,4,3.5658,0.6776,0.7111756168359942,"(0.6750380395468538, 0.6778406470055067)"
34,11,APPLAM,1000,4,4,50,0.15174098961514967,0.05683333333333333,1.0,3,3.1708,1.096,0.7111756168359942,"(0.7135517970730192, 0.7144595265357965)"
35,11,APPLAM,1000,4,4,50,0.19567015995587425,0.03675,5.0,4,4.1622,4.9182,0.6265193183816744,"(0.6371436213608505, 0.6410651366808083)"
36,12,APPLAM,1000,4,4,50,0.16415046309894457,0.04125,0.5,4,4.1524,0.6426,1.0,"(0.8057211653933256, 0.8148856550372572)"
37,12,APPLAM,1000,4,4,50,0.12413359857606533,0.04766666666666667,1.0,3,3.524,1.175,0.7111756168359942,"(0.7558622878119085, 0.7624816171935059)"
38,12,APPLAM,1000,4,4,50,0.15745070422535212,0.0375,5.0,6,5.8986,4.823,1.0,"(0.859404796317397, 0.8649946503368036)"
39,13,APPLAM,1000,4,4,50,0.1555526281122382,0.03133333333333333,0.5,3,2.9936,0.6786,0.7111756168359942,"(0.6861398585397865, 0.6905870369863828)"
40,13,APPLAM,1000,4,4,50,0.15676184007732297,0.03216666666666667,1.0,3,3.0234,1.1856,0.7111756168359942,"(0.6841445458107029, 0.6881844396407824)"
41,13,APPLAM,1000,4,4,50,0.15410784898491175,0.0325,5.0,4,3.708,4.8704,0.7111756168359942,"(0.6657095642476291, 0.6684982016886983)"
42,14,APPLAM,1000,4,4,50,0.16093376227006517,0.029333333333333333,0.5,5,4.8666,0.6136,1.0,"(0.8733772166361055, 0.8804714781083708)"
43,14,APPLAM,1000,4,4,50,0.15903495001239362,0.030833333333333334,1.0,5,4.8354,1.0654,1.0,"(0.9137814878789269, 0.9191259795363326)"
44,14,APPLAM,1000,4,4,50,0.18991497807071275,0.03475,5.0,7,6.9182,4.681,0.9234970206126119,"(0.8066153118307812, 0.8105438984245213)"
45,15,APPLAM,1000,4,4,50,0.05428849681788327,0.052083333333333336,0.5,4,3.6032,0.6592,0.3423079131026678,"(0.3875403611828162, 0.3912648525019775)"
46,15,APPLAM,1000,4,4,50,0.0647985347985348,0.044083333333333335,1.0,5,4.5762,0.9898,0.4594718809044994,"(0.48571658744727336, 0.48947082383039403)"
47,15,APPLAM,1000,4,4,50,0.11850468632168636,0.051833333333333335,5.0,5,4.5256,4.8852,0.3415616559251099,"(0.4298010988587593, 0.43744147624187835)"
48,16,APPLAM,1000,4,4,50,0.14366173851824243,0.034083333333333334,0.5,4,3.8632,0.6512,1.0,"(0.9222658014334162, 0.9284251628636573)"
49,16,APPLAM,1000,4,4,50,0.15084641217188677,0.03808333333333333,1.0,5,4.9958,1.1546,0.902941418334737,"(0.9043621824135142, 0.9054967147034714)"
50,16,APPLAM,1000,4,4,50,0.2126077561168297,0.036083333333333335,5.0,9,7.5198,4.7426,0.782655590753153,"(0.7936629504224325, 0.7974142615740566)"
51,17,APPLAM,1000,4,4,50,0.07405489383738996,0.03075,0.5,4,4.4162,0.6166,0.7111756168359942,"(0.695918709291635, 0.7012506330545871)"
52,17,APPLAM,1000,4,4,50,0.07651599931716015,0.041,1.0,5,4.4148,1.0458,0.7111756168359942,"(0.7243945395546394, 0.7307237730687963)"
53,17,APPLAM,1000,4,4,50,0.09433432183549242,0.036833333333333336,5.0,5,4.9702,4.8906,0.6287983633190926,"(0.6729062965163106, 0.6781457179606265)"
54,18,APPLAM,1000,4,4,50,0.15586046961059039,0.034583333333333334,0.5,4,4.234,0.639,0.6394225729645547,"(0.6614487512156682, 0.6654561825740326)"
55,18,APPLAM,1000,4,4,50,0.1779884324091414,0.03966666666666667,1.0,5,5.1322,1.0354,0.5623602298449425,"(0.6533382090895631, 0.661179127729716)"
56,18,APPLAM,1000,4,4,50,0.20468870674406436,0.03666666666666667,5.0,6,6.811,4.7186,0.8507290656616476,"(0.6718443982195029, 0.6799640807962594)"
57,19,APPLAM,1000,4,4,50,0.05590527979427286,0.051166666666666666,0.5,3,2.9382,0.6888,0.5371830506551705,"(0.5921929127824578, 0.5982697951900672)"
58,19,APPLAM,1000,4,4,50,0.05019558425874879,0.05125,1.0,3,3.0,1.0286,0.7111756168359942,"(0.7111756168359943, 0.7111756168359943)"
59,19,APPLAM,1000,4,4,50,0.054933823905156116,0.051166666666666666,5.0,3,3.0952,4.9696,0.7111756168359942,"(0.7102070299132465, 0.7121182824104134)"
